TotalProductos_norm,PrecioPromedio_norm,PaisesComprados_norm,CustomerID,cluster_kmeans,cluster_dbscan
-0.2402145639369976,-0.047870052248143224,-0.04281565798029915,12346,0,0
0.28586959057050626,-0.03680384245301981,-0.04281565798029915,12347,0,0
0.26082815603943305,-0.015272983544985914,-0.04281565798029915,12348,0,0
-0.10516204095317543,0.0021417058571156396,-0.04281565798029915,12349,0,0
-0.1980507810086094,-0.02854449481177807,-0.04281565798029915,12350,0,0
-0.13962076710277188,0.10552930992568473,-0.04281565798029915,12352,0,0
-0.23593397683766887,-0.013133154122026557,-0.04281565798029915,12353,0,0
-0.12677900580478563,-0.023973045661365013,-0.04281565798029915,12354,0,0
-0.18884751874505257,-0.02604240546902507,-0.04281565798029915,12355,0,0
0.10030613981460479,-0.03295984108203097,-0.04281565798029915,12356,0,0
0.3393769293121157,-0.0319426431950546,-0.04281565798029915,12357,0,0
-0.18713528390532105,0.0020393884818493174,-0.04281565798029915,12358,0,0
0.10480075626889998,0.005392793172814396,-0.04281565798029915,12359,0,0
0.009129634598902316,-0.030555485581737877,-0.04281565798029915,12360,0,0
-0.22073789263505178,-0.03203664982521616,-0.04281565798029915,12361,0,0
0.2332183692487626,-0.027768784566424225,-0.04281565798029915,12362,0,0
-0.15289058711069103,-0.03909621458837972,-0.04281565798029915,12363,0,0
0.08211364464245757,-0.041866224093721004,-0.04281565798029915,12364,0,0
-0.20318748552780388,0.1543271610747075,-0.04281565798029915,12365,0,0
-0.20318748552780388,-0.032968026438329516,-0.04281565798029915,12367,0,0
0.26339650829903033,-0.035725595252936594,23.355941428253328,12370,1,1
-0.11372321515183294,-0.028316071291350636,-0.04281565798029915,12371,0,0
-0.07027525609364607,-0.034338556411757,-0.04281565798029915,12372,0,0
-0.1980507810086094,-0.02343250397074039,-0.04281565798029915,12373,0,0
-0.16701652453847593,-0.02593304932693458,-0.04281565798029915,12374,0,0
-0.20233136810793814,-0.009204507914449633,-0.04281565798029915,12375,0,0
-0.038170852848680416,-0.036287651596179436,-0.04281565798029915,12377,0,0
0.30106567477312335,-0.034365485141448354,-0.04281565798029915,12378,0,0
-0.1533186458206239,-0.035424774144102784,-0.04281565798029915,12379,0,0
0.0007824897552112459,-0.031678225879922806,-0.04281565798029915,12380,0,0
-0.07262957899827689,-0.02342757605215249,-0.04281565798029915,12381,0,0
0.08703631980668565,-0.0337020891911833,-0.04281565798029915,12383,0,0
-0.21431701198605865,-0.002779925696751658,-0.04281565798029915,12384,0,0
-0.16444817227887867,-0.0385493870309866,-0.04281565798029915,12386,0,0
0.07269635302393432,-0.03588151046586856,-0.04281565798029915,12388,0,0
-0.1646622016338451,-0.027470317263702065,-0.04281565798029915,12390,0,0
-0.1760057574470663,-0.03807404000399763,-0.04281565798029915,12391,0,0
-0.06556661028438444,-0.03931734154392867,-0.04281565798029915,12393,0,0
-0.06492452221948514,-0.03179007138031784,23.355941428253328,12394,1,1
0.21202946310708526,-0.027726890584709094,-0.04281565798029915,12395,0,0
0.030104511385613212,-0.031117319235317676,-0.04281565798029915,12397,0,0
0.05814235688621655,-0.0412972524111132,-0.04281565798029915,12398,0,0
0.011912016213466006,-0.04045645811488688,-0.04281565798029915,12399,0,0
-0.2378602410323668,0.0117380509911116,-0.04281565798029915,12401,0,0
-0.2200958045701525,-0.03234083679986935,-0.04281565798029915,12402,0,0
-0.21988177521518604,0.006356763893123322,-0.04281565798029915,12403,0,0
-0.056791406730760496,-0.03059295219446432,-0.04281565798029915,12405,0,0
0.14696453919728822,-0.03549833011771361,-0.04281565798029915,12406,0,0
0.06285100269547818,-0.032503010120671194,-0.04281565798029915,12407,0,0
0.05921250366104874,-0.0334637837702522,-0.04281565798029915,12408,0,0
0.9461501506419665,-0.0307143250041293,-0.04281565798029915,12409,0,0
-0.19548242874901214,-0.011440414087082438,-0.04281565798029915,12410,0,0
-0.06278422866982075,-0.03632256564232978,-0.04281565798029915,12412,0,0
-0.17985828583646218,-0.018774881717385422,-0.04281565798029915,12413,0,0
-0.1760057574470663,0.004080065505512894,-0.04281565798029915,12414,0,0
16.291840872380583,-0.03287739834172837,-0.04281565798029915,12415,3,-1
0.08917661335635002,-0.01761477252751252,23.355941428253328,12417,1,1
-0.15310461646565748,-0.030453918325807842,-0.04281565798029915,12418,0,0
-0.1663744364735766,-0.02256943850494898,-0.04281565798029915,12420,0,0
-0.1368383854882082,-0.024422158577588927,-0.04281565798029915,12421,0,0
-0.16102370259941567,-0.032552312280529634,23.355941428253328,12422,1,1
0.043802390103465226,-0.03505691637308993,-0.04281565798029915,12423,0,0
-0.08183284126183371,-0.035861043177333476,-0.04281565798029915,12424,0,0
-0.13405600387364452,-0.037352778888542194,-0.04281565798029915,12425,0,0
-0.1849949903556567,-0.027887999430014944,-0.04281565798029915,12426,0,0
-0.1897036361649183,-0.023275796159645132,-0.04281565798029915,12427,0,0
0.5095302665104336,-0.022417254183260953,-0.04281565798029915,12428,0,0
0.0930291417457459,-0.02999644072654059,23.355941428253328,12429,1,1
-0.2151731294059244,-0.012095155270374965,-0.04281565798029915,12430,0,0
0.37362162610674576,-0.029116036742119954,23.355941428253328,12431,1,1
0.1452523043575567,0.017746005069528007,-0.04281565798029915,12432,0,0
2.1293044248964343,-0.03991721296703508,-0.04281565798029915,12433,0,0
-0.16038161453451635,-0.029731844050104372,-0.04281565798029915,12434,0,0
0.19961576051903188,-0.017243859544100935,-0.04281565798029915,12435,0,0
-0.19505437003907927,-0.018704166085649038,-0.04281565798029915,12436,0,0
0.38432309385506763,-0.02726169284960294,-0.04281565798029915,12437,0,0
0.012340074923398883,-0.0281738656406712,-0.04281565798029915,12438,0,0
-0.21431701198605865,-0.029512211530413966,-0.04281565798029915,12441,0,0
-0.20126122133310595,-0.03200215439510085,-0.04281565798029915,12442,0,0
0.00698934104923794,-0.011423778881679782,-0.04281565798029915,12444,0,0
-0.22694474392907849,6.134789707933316e-05,-0.04281565798029915,12445,0,0
-0.16487623098881155,-0.025533666499685227,-0.04281565798029915,12446,0,0
-0.19954898649337446,-0.03038617616892982,-0.04281565798029915,12447,0,0
-0.18820543068015325,-0.013982996082140084,-0.04281565798029915,12448,0,0
0.09217302432588015,-0.029554965504721562,-0.04281565798029915,12449,0,0
-0.2128188065012936,-0.04388583006982498,-0.04281565798029915,12450,0,0
1.1413449223713577,-0.0381728524064885,-0.04281565798029915,12451,0,0
